transcript_id,CM_D0_R1,CM_D0_R2,CM_D18_R1,CM_D18_R2,CM_D3_R1,CM_D3_R2
ENST00000410093.5,5,0,0,0,1,0
ENST00000409441.5,645,85,0,0,696,434
ENST00000422797.5,3,3,25,6,9,0
ENST00000462817.5,2,2,1,0,1,2
ENST00000414829.2,5,3,41,12,0,7
ENST00000695524.1,11,5,36,18,23,28
ENST00000411710.1,2,9,8,0,16,0
MSTRG.22805.1,1778,3260,1363,0,0,4029
MSTRG.22805.2,656,5895,146,4072,4888,577
ENST00000283195.11,6665,1364,2451,2510,1917,3661
ENST00000697738.1,2,7,4,3,1,7
ENST00000697740.1,3,3,6,3,12,5
ENST00000495924.1,3,7,9,6,2,3
ENST00000697741.1,29,13,99,23,43,71
ENST00000697742.1,55,35,128,60,83,56
ENST00000697743.1,2,2,3,2,3,3
ENST00000495506.1,1,1,1,1,1,1
ENST00000697744.1,32,14,67,30,62,28
ENST00000697746.1,31,46,147,64,136,121
ENST00000697747.1,1,0,1,61,0,0
ENST00000697748.1,52,69,27,41,37,26
ENST00000697749.1,56,29,75,33,73,74
ENST00000697750.1,13,4,35,2,11,30
ENST00000697751.1,2,2,2,1,1,2
ENST00000567491.1,18,24,14,17,14,77
MSTRG.22813.1,0,0,18,0,0,3
ENST00000582152.1,0,0,2,0,0,5
ENST00000583300.1,0,0,0,0,0,0
ENST00000309415.8,88,132,86,266,85,661
ENST00000456025.1,3,1,1,1,2,4
ENST00000486678.6,0,8,2,18,0,3
ENST00000425498.1,0,0,1,0,0,0
ENST00000493445.5,0,2,0,0,0,2
ENST00000461295.1,0,0,0,0,0,0
MSTRG.22818.1,2648,1758,1530,2214,1338,1437
ENST00000397712.7,1005,2164,372,1341,870,3826
ENST00000356688.8,19,32,0,0,0,197
ENST00000397714.6,715,3070,0,0,379,318
ENST00000437928.5,7,0,8,4,6,11
ENST00000415095.5,659,598,188,512,247,181
ENST00000468616.5,5,8,0,0,2,4
ENST00000417974.1,17,17,42,14,34,26
ENST00000483047.5,15,14,16,9,19,8
ENST00000423520.5,2,2,0,1,0,1
ENST00000411469.1,4,0,9,0,3,0
ENST00000442746.1,16,19,0,14,0,18
ENST00000425576.1,2,0,9,0,2,1
ENST00000356454.5,2040,1866,298,861,1299,1929
ENST00000434894.1,3,3,2,1,1,0
ENST00000272454.10,0,0,0,0,0,0
ENST00000430736.5,0,0,1,1,0,0
ENST00000441344.1,0,0,0,0,0,0
ENST00000472794.1,0,1,4,2,1,1
ENST00000632044.1,16,12,31,66,55,196
MSTRG.22824.1,1199,1851,194,0,936,2453
MSTRG.22824.2,107,0,121,0,161,3400
ENST00000393283.5,4,3,13,0,7,7
MSTRG.22824.4,175,310,1851,832,1335,1682
ENST00000016946.8,0,0,352,1873,3137,2144
MSTRG.22824.9,30,32,251,56,212,219
ENST00000432606.1,2,2,0,0,3,4
ENST00000482778.1,3,1,13,5,11,8
ENST00000413468.1,10,0,9,13,11,2
ENST00000495473.1,6,15,18,13,29,52
ENST00000493394.1,19,21,36,23,73,102
ENST00000495582.1,1,1,2,1,1,3
ENST00000477523.1,42,54,316,89,194,202
ENST00000336905.3,0,16,0,3,5,13
ENST00000452761.1,3,20,4,0,1,8
ENST00000419296.1,27,47,21,9,3,30
ENST00000437679.3,0,0,2,10,0,0
ENST00000482065.1,0,0,2,2,0,0
ENST00000631420.1,0,0,0,0,1,0
ENST00000479168.5,0,1,1,1,0,0
ENST00000638162.1,0,0,5,3,1,0
ENST00000487150.2,0,0,0,0,0,0
ENST00000639717.1,0,0,0,0,0,0
ENST00000417926.5,0,0,6,3,0,0
ENST00000424535.5,0,0,0,0,0,0
ENST00000424113.5,0,0,0,0,0,0
ENST00000454928.5,0,7,0,0,0,7
ENST00000435951.1,0,0,0,0,0,0
ENST00000638368.1,0,0,2,0,0,0
ENST00000433786.1,0,0,0,0,0,0
ENST00000425917.1,0,1,1,0,0,0
ENST00000640669.1,66,193,17,84,89,71
ENST00000480744.3,28,35,17,30,0,11
ENST00000453019.1,6,5,3,0,2,3
ENST00000262716.6,0,0,2,0,0,0
ENST00000637413.2,0,0,8,13,0,0
ENST00000427178.1,0,0,0,0,0,0
ENST00000424988.1,0,0,0,0,0,0
ENST00000583272.1,0,0,0,0,0,0
ENST00000272462.3,136,61,7,9,20,348
ENST00000316534.8,0,0,0,55,31,0
ENST00000393272.7,0,0,0,0,0,0
ENST00000675294.1,0,1,44,15,22,14
ENST00000674677.1,0,20,2,0,2,17
ENST00000675632.1,0,0,27,39,4,21
ENST00000675067.1,0,0,0,0,0,0
ENST00000675356.1,0,0,0,0,0,0
ENST00000676053.1,0,0,0,0,0,0
ENST00000676165.1,0,0,0,0,8,66
ENST00000461707.5,0,0,0,0,0,0
ENST00000676091.1,0,0,0,0,0,0
ENST00000355301.8,0,0,0,0,0,0
ENST00000417665.5,0,0,0,0,0,0
ENST00000422492.1,0,0,0,0,0,1
ENST00000493051.1,0,2,0,0,0,0
ENST00000496524.5,38,151,313,167,113,208
ENST00000445609.7,2,0,0,0,0,0
ENST00000676028.1,3,0,0,0,0,0
ENST00000675752.1,55,0,0,0,0,0
ENST00000676258.1,7,0,24,0,10,22
MSTRG.22826.21,30,18,155,245,66,7
ENST00000418527.1,18,34,17,10,29,31
ENST00000449600.1,1,0,1,4,0,4
ENST00000418944.1,4,4,4,0,0,9
ENST00000414416.2,0,1,15,0,0,0
ENST00000426713.1,0,0,0,0,0,0
ENST00000561715.1,0,0,0,0,0,1
ENST00000564038.5,0,0,0,0,0,0
ENST00000566951.5,0,0,0,0,0,0
ENST00000568756.6,0,10,1,0,0,0
ENST00000562613.2,0,0,0,0,0,0
ENST00000581415.1,0,0,0,0,0,0
ENST00000611969.5,268,292,67,144,68,176
MSTRG.22829.1,2,39,10,12,20,5
ENST00000562665.5,6,0,4,0,0,9
ENST00000568189.5,99,26,0,0,0,70
ENST00000636339.2,2,0,0,0,0,0
ENST00000633535.1,34,0,0,0,0,200
ENST00000636301.2,0,0,6,11,0,0
ENST00000421567.1,4,6,3,0,3,0
ENST00000436665.2,0,48,0,0,0,10
ENST00000654118.1,0,1,0,0,0,19
ENST00000665250.1,0,0,0,0,0,0
ENST00000448359.1,17,20,20,13,14,0
ENST00000452245.1,11,32,10,0,1,14
ENST00000488671.1,0,5,0,0,0,4
ENST00000490013.5,0,0,4,3,0,0
ENST00000498358.5,0,0,0,0,0,0
ENST00000483717.5,0,0,0,0,0,0
ENST00000489211.5,0,0,0,0,0,0
ENST00000466329.1,0,1,1,0,0,1
ENST00000469759.1,0,0,0,0,0,0
ENST00000632758.1,0,0,0,0,9,0
ENST00000456683.2,0,0,2,0,0,0
ENST00000633364.1,0,1,0,10,0,0
ENST00000413601.3,0,0,0,0,0,0
ENST00000480598.1,0,0,9,2,0,0
ENST00000606848.1,7,11,3,0,0,9
ENST00000417923.2,5,6,1,4,2,2
ENST00000639295.1,2,0,2,0,0,0
ENST00000603767.1,14,23,16,73,0,14
ENST00000632897.2,69,148,65,92,91,67
ENST00000458252.1,11,8,26,43,41,160
MSTRG.22833.1,3,1,0,0,26,11
ENST00000696446.1,0,4,636,219,22,1549
ENST00000696449.1,0,0,26,1288,9,74
ENST00000484024.5,0,0,11,0,3,8
MSTRG.22834.12,0,0,0,131,0,0
ENST00000490990.1,0,0,0,0,0,0
ENST00000446930.1,0,0,2,1,0,0
MSTRG.22834.1,12,35,1027,694,363,5570
ENST00000329516.8,1074,1133,0,0,3839,0
ENST00000463822.1,34,50,364,93,178,379
ENST00000696448.1,220,346,0,0,498,0
ENST00000696447.1,161,651,0,0,819,0
ENST00000437167.2,1,2,103,1,2,514
ENST00000330331.9,3,1,10,1,5,9
MSTRG.22834.11,12,20,302,11,117,571
ENST00000473101.1,1,1,14,0,17,7
ENST00000459645.1,6,15,21,15,29,52
ENST00000480894.1,3,1,16,4,10,4
ENST00000455695.1,2,0,0,0,1,1
ENST00000401483.2,11,9,6,1,9,5
ENST00000703531.1,0,0,0,0,0,0
ENST00000414159.2,0,0,6,0,0,0
ENST00000691358.2,17,24,14,16,17,9
ENST00000535254.6,0,0,0,0,0,0
ENST00000409311.5,0,0,0,0,0,0
MSTRG.22836.1,2449,1258,490,280,117,873
ENST00000302759.11,6557,7741,445,1053,2403,4280
ENST00000671097.1,154,79,20,35,0,1
ENST00000478175.2,45,49,24,0,26,26
ENST00000466333.5,226,88,23,60,22,131
ENST00000490632.1,61,17,7,6,18,11
ENST00000666956.1,2,3,16,0,5,43
ENST00000465029.5,354,242,104,56,260,153
ENST00000477481.1,8,7,13,0,9,7
ENST00000468927.1,11,7,7,1,4,4
ENST00000447014.5,1,0,0,0,0,0
ENST00000420328.5,1,3,6,0,9,3
ENST00000436916.1,2,3,14,3,8,21
ENST00000446998.2,7,0,0,0,0,0
ENST00000331203.7,0,81,56,175,34,88
ENST00000409903.5,0,0,0,0,0,0
ENST00000409450.7,0,0,0,0,0,0
ENST00000409667.7,0,0,0,0,0,0
ENST00000441565.5,0,0,0,0,0,0
ENST00000272559.4,0,0,5,0,0,2
MSTRG.22840.2,17,0,180,473,10,170
ENST00000472377.1,10,3,72,29,21,53
ENST00000624058.1,1,17,9,6,2,7
ENST00000409780.5,0,0,0,0,0,0
ENST00000449344.2,0,0,0,0,11,0
ENST00000671139.1,0,0,4,0,10,11
ENST00000650799.2,0,0,0,0,0,0
ENST00000452029.1,0,1,0,0,0,0
ENST00000463427.5,0,0,0,0,0,0
ENST00000471632.1,0,0,0,0,0,0
ENST00000649734.1,0,0,288,95,12,0
MSTRG.22841.1,17,18,63,12,561,232
ENST00000295408.9,368,571,343,622,1394,2445
ENST00000439966.5,76,57,0,0,0,378
ENST00000483161.3,2,0,0,0,3,0
ENST00000427559.1,15,14,10,0,13,8
ENST00000447549.1,2,1,6,0,14,8
ENST00000473065.1,1,1,10,5,7,22
ENST00000283206.9,1000,2048,145,835,814,1766
MSTRG.22846.3,24,6,127,0,10,26
ENST00000452614.6,32,6,0,2,0,10
ENST00000666287.1,7,0,22,17,10,30
MSTRG.22848.3,0,99,7,7,4,13
ENST00000476902.1,0,6,2,0,6,0
ENST00000474234.5,0,5,0,0,0,0
ENST00000464305.1,0,0,0,0,0,0
ENST00000409573.7,155,365,310,494,67,304
MSTRG.22848.2,153,131,58,62,110,36
ENST00000466259.1,6,5,2,2,2,0
ENST00000662099.1,47,37,237,75,76,62
ENST00000495264.1,2,2,12,3,0,7
ENST00000502881.2,0,14,4,5,0,13
MSTRG.22850.1,191,1288,327,780,441,809
ENST00000409871.6,333,1621,464,915,173,994
ENST00000436819.1,1,2,19,0,1,5
ENST00000476511.1,1,13,3,17,1,13
ENST00000417074.5,0,0,0,0,0,0
ENST00000433706.5,0,0,0,1,0,0
ENST00000443586.5,0,0,2,5,0,0
ENST00000441974.1,0,0,0,0,0,0
ENST00000645030.2,0,0,0,0,0,0
ENST00000418615.1,0,0,0,0,0,0
ENST00000361493.10,0,0,4,0,7,0
ENST00000415458.5,0,0,0,0,0,0
ENST00000436733.5,0,0,0,0,0,0
ENST00000437029.5,0,0,0,0,0,0
ENST00000452231.5,0,0,0,0,2,0
ENST00000673798.1,0,0,0,0,0,0
ENST00000673649.1,0,0,0,0,0,0
ENST00000673962.1,0,0,0,0,0,0
ENST00000674132.1,0,0,0,0,0,0
ENST00000669658.1,0,0,0,0,0,0
ENST00000669917.1,0,0,0,0,0,0
ENST00000661559.1,0,0,0,0,0,0
ENST00000653687.1,0,0,0,0,0,0
ENST00000451230.1,0,0,0,0,0,0
ENST00000667670.1,0,0,0,23,0,2
ENST00000609220.2,0,0,0,0,0,0
ENST00000656760.1,0,0,0,0,0,0
ENST00000609902.6,0,0,0,0,0,0
ENST00000662335.1,0,0,0,0,0,0
ENST00000664422.1,0,0,0,0,0,0
ENST00000666683.1,0,0,0,0,0,0
ENST00000674070.1,0,0,0,0,0,0
ENST00000673809.1,0,0,0,0,0,0
ENST00000665096.1,0,0,0,0,0,0
ENST00000662889.1,0,0,0,0,0,0
ENST00000673775.1,0,0,0,0,0,0
ENST00000673961.1,0,0,0,0,0,0
ENST00000673770.1,0,0,0,11,0,0
ENST00000673958.1,0,1,0,0,0,0
ENST00000674092.1,0,0,0,0,0,0
ENST00000450258.1,0,0,0,11,0,0
ENST00000658936.1,0,5,6,0,0,6
ENST00000662635.1,0,0,0,0,0,0
ENST00000666204.1,0,0,0,0,0,0
ENST00000659458.1,0,0,0,0,0,0
ENST00000664498.1,0,0,0,0,0,0
ENST00000661655.1,0,0,0,0,0,0
ENST00000670295.1,0,0,0,0,0,0
ENST00000664443.1,0,0,0,0,0,0
ENST00000659806.1,0,0,0,0,0,0
ENST00000666367.1,0,0,0,0,0,0
ENST00000666652.1,0,0,0,0,0,0
ENST00000667218.1,0,7,0,0,0,0
ENST00000669050.1,0,0,0,0,0,0
ENST00000656303.1,0,0,0,0,0,0
ENST00000659933.1,0,0,0,0,0,0
ENST00000666144.1,0,1,0,0,0,0
ENST00000670715.1,0,2,0,0,0,0
ENST00000439362.6,0,0,0,0,0,0
ENST00000654473.1,0,0,0,0,0,0
ENST00000659791.1,0,0,0,0,0,0
ENST00000664009.1,0,0,0,0,0,0
ENST00000664999.1,0,0,0,0,0,0
ENST00000673728.1,0,0,0,2,0,0
ENST00000659079.1,0,0,0,0,0,0
ENST00000660442.1,0,0,0,0,0,0
ENST00000666390.1,0,0,0,0,0,0
ENST00000656067.1,0,0,0,0,0,0
ENST00000653568.1,0,0,0,0,0,0
ENST00000643013.1,0,0,0,0,0,0
ENST00000605570.1,0,1,3,1,0,1
ENST00000673866.1,0,0,0,0,0,0
ENST00000443467.6,0,0,0,0,0,0
ENST00000451884.6,0,0,0,0,0,0
ENST00000603748.1,0,0,2,0,0,0
ENST00000669875.1,0,0,2,0,0,0
ENST00000673653.1,0,0,6,0,0,0
ENST00000673988.1,0,0,0,0,0,0
ENST00000661945.1,0,0,0,5,0,0
ENST00000669515.1,0,0,0,0,0,0
ENST00000431385.6,0,0,0,0,0,0
ENST00000655573.1,0,0,0,0,0,0
ENST00000656416.1,0,8,0,0,0,3
ENST00000662384.1,0,0,0,0,0,0
ENST00000438897.1,0,0,3,0,0,0
ENST00000603052.1,0,0,3,0,0,0
ENST00000674037.1,0,0,2,0,0,0
ENST00000432818.5,0,0,0,0,0,0
ENST00000674013.1,0,2,0,0,0,0
ENST00000673843.1,0,0,5,0,0,0
ENST00000661707.1,0,2,0,0,0,0
ENST00000444301.5,0,0,0,0,0,0
ENST00000673964.1,0,2,5,0,0,0
ENST00000580915.2,0,0,1,0,0,0
ENST00000673959.1,0,0,0,0,0,0
ENST00000622940.1,0,3,1,3,1,1
ENST00000673845.1,0,0,0,0,0,0
ENST00000673756.1,0,0,4,0,0,0
ENST00000673814.1,0,0,0,0,0,0
ENST00000673804.1,0,0,2,0,0,14
ENST00000673632.1,0,0,4,14,0,0
ENST00000453478.2,0,0,0,0,0,0
ENST00000673937.1,0,0,0,0,0,0
ENST00000673654.1,0,29,17,42,0,9
ENST00000674087.1,0,2,0,0,0,0
ENST00000409569.2,0,38,0,14,0,11
ENST00000419736.5,0,1,0,0,0,0
ENST00000673821.1,0,0,0,0,0,0
ENST00000674045.1,0,0,0,0,0,0
ENST00000673840.1,0,0,0,0,0,0
ENST00000643766.1,0,0,0,0,0,0
ENST00000674026.1,0,0,1,0,0,0
ENST00000308604.5,0,0,0,0,0,0
ENST00000603827.1,0,2,0,6,0,3
ENST00000603310.5,0,2,1,0,0,0
ENST00000604981.5,0,0,0,0,0,0
ENST00000442293.5,0,0,0,0,0,0
ENST00000673894.1,0,0,0,0,0,0
ENST00000644013.1,0,0,0,0,0,0
ENST00000441075.1,0,0,0,0,0,0
ENST00000630717.1,0,0,0,0,0,0
ENST00000673878.1,0,2,2,0,0,0
ENST00000439494.1,0,0,0,0,0,0
ENST00000455309.2,0,0,0,0,0,1
ENST00000673668.1,0,3,9,0,0,0
ENST00000627971.1,0,0,0,0,0,0
ENST00000432268.1,0,0,4,0,0,0
ENST00000604721.1,0,0,0,0,0,0
ENST00000645914.1,0,0,0,0,0,0
ENST00000426124.1,0,0,0,0,0,0
ENST00000643447.1,0,1,2,0,0,0
ENST00000442243.1,0,0,2,0,0,0
ENST00000455969.1,0,0,1,0,0,0
ENST00000427997.5,0,0,0,0,0,0
MSTRG.22865.118,0,1303,0,341,0,0
ENST00000577758.1,0,0,1,1,0,2
ENST00000448785.1,0,0,5,0,0,0
ENST00000628342.1,0,0,0,0,0,0
ENST00000676595.2,565,187,75,215,97,142
ENST00000439055.6,422,212,0,18,0,0
ENST00000389811.8,36,15,7,3,0,0
MSTRG.22863.4,300,117,0,0,0,0
ENST00000340561.8,212,39,0,13,13,4
ENST00000448863.1,7,1,0,0,0,4
ENST00000461340.1,2,0,0,0,3,0
ENST00000448118.1,12,15,3,9,4,4
ENST00000496981.1,1,0,0,3,0,0
ENST00000376593.2,44,35,6,22,6,7
ENST00000670010.1,28,68,18,84,20,19
ENST00000432179.1,9,3,0,0,0,0
ENST00000393256.8,262,20,99,0,261,42
ENST00000308659.12,240,5,32,0,281,16
ENST00000438054.2,8,5,13,3,0,2
ENST00000405953.6,1,0,14,5,0,5
MSTRG.22867.6,188,492,6,458,122,195
MSTRG.22867.7,173,247,0,0,130,148
ENST00000393252.4,314,159,472,904,14,542
ENST00000433098.6,136,298,0,0,0,131
ENST00000439718.1,18,6,0,5,6,2
ENST00000431217.1,4,11,10,3,2,0
MSTRG.22868.1,10,10,32,10,39,5
ENST00000642191.1,25,0,21,8,7,15
MSTRG.22869.1,1,0,38,7,4,0
MSTRG.22867.17,119,61,380,177,0,100
MSTRG.22870.1,13,14,71,19,49,16
ENST00000645051.2,11,32,52,20,7,1
ENST00000673700.1,1,0,3,0,0,0
ENST00000371162.4,4,10,2,1,0,0
ENST00000415880.1,2,3,0,0,0,0
ENST00000673960.1,4,3,9,0,0,0
ENST00000449539.1,0,3,1,0,0,0
ENST00000604843.1,2,3,1,1,3,0
ENST00000457867.1,1,0,0,0,0,0
MSTRG.22865.113,47,14,351,4,415,0
ENST00000341068.8,3736,3151,579,1181,280,2217
MSTRG.22865.116,11,2573,27,1,11,1373
MSTRG.22865.117,4386,1971,614,626,1771,1415
ENST00000462785.1,21,20,32,26,24,27
ENST00000464695.1,1,1,6,1,3,1
ENST00000485325.1,29,5,33,8,20,15
ENST00000482177.1,6,3,3,6,7,6
ENST00000451367.3,6,0,0,0,0,5
ENST00000489177.1,1,2,3,3,7,32
ENST00000467878.1,1,1,1,1,6,1
ENST00000409750.5,0,0,0,0,3,63
ENST00000522286.5,0,0,0,0,0,0
MSTRG.22852.4,0,0,3,0,2,5
ENST00000496537.1,0,0,0,0,0,0
ENST00000302558.8,525,1554,835,1000,1733,2536
MSTRG.22852.3,753,225,1036,1058,2174,4144
ENST00000330575.9,3,1,12,0,5,14
ENST00000482903.1,2,1,16,0,17,7
ENST00000471422.1,3,1,15,4,11,4
ENST00000688554.1,0,3,0,0,0,2
ENST00000689550.1,0,0,0,0,0,0
ENST00000484666.1,0,0,0,0,0,0
ENST00000470675.5,0,0,0,0,0,0
ENST00000497526.1,0,0,0,0,0,0
ENST00000462854.1,0,1,0,0,0,0
ENST00000491170.1,0,0,0,0,0,0
ENST00000435431.5,0,0,0,0,0,0
MSTRG.22860.4,0,0,0,100,9,4
ENST00000461876.5,0,0,0,0,0,0
ENST00000497357.1,0,0,2,0,16,3
ENST00000690591.1,5,4,13,10,10,15
ENST00000327581.4,3,13,5,0,9,4
ENST00000302450.11,849,1369,443,506,938,1239
ENST00000474331.1,7,7,2,3,6,10
ENST00000481732.5,1,0,0,0,0,0
ENST00000263339.4,22,14,19,10,16,12
ENST00000623243.1,2,0,19,0,28,10
ENST00000312918.2,3,2,0,0,0,0
ENST00000460450.1,0,0,0,0,0,0
ENST00000537335.5,0,0,0,0,0,0
ENST00000438748.5,0,0,0,0,0,0
ENST00000430769.1,0,0,0,0,0,0
ENST00000541869.5,0,0,0,0,0,0
ENST00000409894.7,0,0,0,0,0,0
ENST00000448770.5,0,0,0,0,0,0
ENST00000430293.1,0,0,0,0,0,0
ENST00000424062.1,0,1,1,0,0,1
ENST00000417433.6,0,0,0,0,0,0
ENST00000458012.2,0,0,0,0,0,0
ENST00000384653.1,0,0,0,0,0,0
ENST00000489052.5,0,12,0,0,6,13
ENST00000454841.5,0,55,2,74,35,29
MSTRG.22856.4,0,0,0,0,25,38
ENST00000469030.1,0,0,6,2,0,0
ENST00000414784.1,0,0,0,0,0,0
ENST00000661604.1,0,13,28,1,0,24
ENST00000667014.1,0,0,0,13,0,11
ENST00000671122.1,0,0,0,0,0,0
ENST00000413135.1,0,0,0,0,0,0
ENST00000233336.7,778,500,520,591,572,1212
MSTRG.22857.2,2947,2993,2309,3111,991,3375
MSTRG.22857.3,31,32,74,11,43,13
ENST00000485537.1,3,2,0,9,0,3
MSTRG.22857.5,515,459,328,308,562,567
MSTRG.22857.6,37,15,32,16,108,15
MSTRG.22857.7,5726,3048,3,0,2248,254
ENST00000476615.1,2,1,1,3,1,1
ENST00000333990.10,1,15,2,0,0,0
ENST00000263331.10,200,135,57,93,47,21
ENST00000496238.5,7,3,4,3,6,3
ENST00000468475.1,5,1,2,2,2,1
ENST00000475318.1,1,4,5,4,6,1
ENST00000498054.1,7,5,19,4,4,12
ENST00000484574.1,1,1,1,1,1,2
MSTRG.22853.1,1,12,5,14,30,15
MSTRG.22855.1,26,55,18,33,58,95
MSTRG.22856.1,23,99,28,83,41,49
MSTRG.22856.3,95,69,0,0,0,10
MSTRG.22856.5,34,72,78,21,116,281
ENST00000409719.1,120,34,95,131,125,104
ENST00000324913.10,73,57,26,44,7,6
ENST00000436885.1,4,0,0,38,0,34
ENST00000443291.1,63,77,22,36,35,51
ENST00000457336.1,16,35,12,39,50,14
MSTRG.22862.1,6770,1365,1756,827,3195,1709
ENST00000272542.8,1131,2536,58,1052,263,1947
ENST00000423633.5,5,1,7,4,1,1
ENST00000498224.5,75,2,21,2,7,4
ENST00000433924.5,105,0,0,3,0,0
ENST00000456264.5,18,2,0,0,1,1
ENST00000480984.1,7,6,5,15,15,11
ENST00000492076.1,40,24,58,32,81,39
ENST00000490674.1,199,41,165,68,110,82
ENST00000415020.1,2,1,2,0,0,0
ENST00000447128.5,0,0,0,0,0,0
ENST00000259205.5,0,0,0,0,0,20
ENST00000376489.6,0,0,0,0,0,0
ENST00000456759.1,1,0,0,2,0,0
ENST00000465917.1,0,10,10,15,58,26
MSTRG.22887.1,0,17,114,162,0,45
ENST00000446590.1,0,0,10,0,0,0
ENST00000438409.1,0,0,4,0,0,0
ENST00000245796.11,0,5,46,0,38,105
ENST00000485525.5,0,0,0,0,0,0
ENST00000441564.7,0,175,0,0,0,0
ENST00000409656.5,0,0,0,0,0,0
ENST00000487574.1,0,1,0,1,10,0
ENST00000409378.1,0,0,0,0,0,0
ENST00000460725.5,0,5,17,0,0,0
ENST00000662215.1,0,0,0,0,0,0
ENST00000456685.5,0,0,0,0,0,0
ENST00000263335.11,0,0,0,0,0,0
ENST00000348715.9,0,0,4,0,0,0
ENST00000397647.7,0,0,0,0,0,0
ENST00000263334.9,0,0,88,7,0,0
ENST00000429538.8,0,0,0,0,0,0
ENST00000681162.1,0,0,0,0,0,0
ENST00000468980.4,0,0,0,0,0,0
ENST00000465084.1,0,0,0,0,0,0
ENST00000480684.1,0,0,6,0,0,0
ENST00000497038.6,0,0,0,0,0,0
ENST00000485840.1,0,0,46,0,0,0
ENST00000556070.6,0,0,0,0,0,0
ENST00000554352.1,0,0,0,0,0,0
ENST00000623306.3,0,0,0,0,0,0
ENST00000451179.6,0,0,0,0,0,0
ENST00000437551.6,0,0,0,0,0,0
ENST00000653055.1,0,0,0,0,0,0
ENST00000665814.1,0,0,0,0,0,0
ENST00000669027.1,0,0,0,0,0,0
ENST00000617509.4,0,0,1,0,0,0
ENST00000616073.5,0,0,0,0,0,0
ENST00000662286.1,0,0,6,0,0,0
ENST00000617278.2,0,3,7,0,0,0
ENST00000661674.1,0,0,0,0,0,0
ENST00000333145.9,0,0,0,0,0,0
ENST00000654203.1,0,0,0,0,0,0
ENST00000663248.1,0,0,0,0,0,0
ENST00000624706.3,0,0,0,0,0,0
ENST00000665717.1,0,0,0,0,0,0
ENST00000553869.7,0,0,0,0,0,0
ENST00000445745.6,0,0,0,0,0,0
ENST00000436293.6,0,0,0,0,0,0
ENST00000661255.1,0,0,0,0,0,0
ENST00000555766.1,0,0,0,0,0,0
ENST00000467778.5,0,0,14,0,0,0
ENST00000554830.2,0,0,0,0,0,0
ENST00000510859.5,0,0,2,0,0,0
ENST00000609210.5,0,0,0,0,0,0
ENST00000623031.1,0,0,0,0,0,0
ENST00000665025.1,0,0,0,0,0,0
ENST00000418251.6,107,6,0,353,279,249
ENST00000493329.1,3,1,6,1,3,10
ENST00000465592.1,2,1,0,0,0,0
ENST00000464559.1,21,37,111,90,46,34
ENST00000422956.6,4,0,45,0,0,0
ENST00000613966.1,5,2,62,0,0,2
ENST00000691381.1,0,0,1,0,0,0
ENST00000700925.1,0,0,0,7,0,0
ENST00000691558.1,0,0,0,0,0,0
ENST00000453673.3,0,0,2,0,0,0
ENST00000422178.1,0,0,1,0,0,0
ENST00000690999.1,3,0,3,0,0,0
ENST00000688639.1,5,0,0,10,0,22
ENST00000653674.1,2,0,1,0,3,0
ENST00000306507.7,3,0,26,5,3,0
ENST00000416503.6,0,76,0,98,86,44
ENST00000259199.9,266,85,80,216,434,63
ENST00000358604.7,233,101,86,259,0,73
MSTRG.22889.4,868,1107,1051,948,727,1374
ENST00000463627.1,2,1,6,1,1,8
ENST00000456188.5,44,167,130,23,57,150
ENST00000490323.5,63,52,86,56,78,107
ENST00000492566.1,7,11,21,9,20,16
ENST00000490446.1,1,7,9,4,12,6
ENST00000479583.5,1,2,3,0,58,1
ENST00000468417.1,23,35,73,19,66,39
ENST00000432583.2,0,2,0,0,0,0
ENST00000446648.6,0,0,0,0,0,0
ENST00000272567.4,362,359,45,85,135,224
ENST00000686495.1,0,0,0,0,0,0
ENST00000702861.1,0,0,0,0,1,0
ENST00000692602.1,0,0,2,0,0,20
ENST00000688542.1,0,10,42,0,8,24
ENST00000685435.1,0,0,0,0,0,10
ENST00000702155.1,0,0,0,0,0,0
ENST00000702598.1,0,0,0,0,0,0
ENST00000691953.1,0,0,0,0,0,0
ENST00000702058.1,0,6,0,0,5,0
MSTRG.22891.15,0,0,0,0,48,0
ENST00000453662.6,0,0,0,182,0,27
MSTRG.22892.2,0,0,40,0,0,0
MSTRG.22895.5,0,1,0,0,54,11
MSTRG.22895.9,0,0,10,0,36,1
ENST00000413545.5,0,9,2,3,22,0
ENST00000393165.7,0,14,13,0,0,0
ENST00000450954.5,0,0,0,5,0,0
ENST00000467600.5,0,0,17,0,13,12
ENST00000452831.5,0,1,0,0,5,0
ENST00000393166.7,0,0,0,0,0,0
ENST00000376439.3,0,0,0,0,0,0
ENST00000409121.6,0,75,56,165,0,0
ENST00000477218.1,0,1,1,1,1,0
ENST00000478880.5,0,0,72,0,0,0
ENST00000494909.5,0,11,21,18,37,174
ENST00000666960.1,7,25,0,13,16,25
ENST00000408128.1,1,1,8,1,1,2
MSTRG.22891.1,61,5,9,3,0,22
ENST00000702783.1,6,45,48,80,25,20
ENST00000685302.1,0,0,0,0,0,0
ENST00000685518.1,7,0,0,0,0,0
MSTRG.22891.14,376,267,1061,510,515,606
MSTRG.22891.17,64,64,172,0,154,88
ENST00000538033.2,30,104,170,58,46,151
ENST00000437401.1,8,5,24,36,45,59
ENST00000623707.1,5,12,30,78,26,44
MSTRG.22895.1,131,75,223,51,178,43
MSTRG.22895.2,29,98,28,272,61,273
