gene_id,SRR35049344,SRR35049350,SRR35049353,SRR35049354,SRR35049360,SRR35049363
MSTRG.384,0,0,0,0,0,0
MSTRG.387,0,0,0,0,0,0
MSTRG.388,9,1,12,6,0,0
MSTRG.389,0,1,2,0,0,0
MSTRG.390|TMEM51-AS1,33,19,14,110,47,51
MSTRG.391,0,0,0,0,0,0
MSTRG.392|TMEM51,136,43,170,410,106,195
MSTRG.393|TMEM51-AS2,0,0,3,0,2,9
MSTRG.394|MFFP1,0,0,0,0,0,0
MSTRG.385|TBCAP2,9,1,0,0,0,0
MSTRG.386,4,11,0,0,2,0
MSTRG.428|HSPB7,0,34,8,6,31,40
MSTRG.429|CLCNKA,24,62,16,16,89,13
MSTRG.432|FAM131C,154,0,0,109,30,13
MSTRG.430|FAM131C2P,0,0,0,0,0,0
MSTRG.431|CLCNKB,126,77,22,83,78,29
MSTRG.430,70,0,0,42,8,6
MSTRG.433|EPHA2,1,5789,1476,1312,4050,279
MSTRG.434|EPHA2-AS1,8,78,48,46,15,40
MSTRG.433,884,985,47,40,454,491
ENSG00000293791,4,0,0,4,0,2
ENSG00000233929|MT1XP1,0,0,1,1,0,1
MSTRG.435|ARHGEF19,711,236,1430,1526,364,1960
MSTRG.436,4,4,0,29,12,10
MSTRG.437|CPLANE2,69,48,26,33,33,26
MSTRG.436|ANO7L1,6,7,0,0,0,0
MSTRG.437,610,543,312,866,499,389
MSTRG.410|PLEKHM2,2445,3315,2468,2682,3648,3409
MSTRG.411,0,0,0,0,0,0
MSTRG.410,0,986,0,0,0,0
MSTRG.412,5,47,14,6,34,44
MSTRG.413|SLC25A34,18,116,12,41,12,13
MSTRG.414|SLC25A34-AS1,0,2,0,0,0,0
MSTRG.415|TMEM82,0,26,21,0,40,23
MSTRG.416,0,17,0,0,0,0
MSTRG.417|FBLIM1,1171,1628,1961,2355,1310,930
MSTRG.417,20,985,608,187,1371,1325
MSTRG.418|SPEN-AS1,455,630,300,579,519,644
MSTRG.419|RPL12P14,0,0,2,4,3,6
MSTRG.423|SPEN,4552,3264,3216,3670,3420,2383
MSTRG.425,0,0,2,7,1,8
MSTRG.426|ZBTB17,766,484,458,727,589,477
MSTRG.427,0,1,1,10,4,2
MSTRG.420|UQCRHL,150,168,215,118,159,353
MSTRG.421,18,0,0,15,5,5
MSTRG.422,9,12,10,8,18,11
MSTRG.424,14,4,1,1,5,2
MSTRG.438|FBXO42,1682,1041,1260,1639,813,1070
MSTRG.439|SZRD1,3675,4437,5492,4936,3951,6188
MSTRG.441|SPATA21,6,8,0,2,10,7
MSTRG.439,1278,0,0,0,0,0
MSTRG.440|RPL22P3,2,17,5,6,24,14
MSTRG.455,20,383,1781,37,326,1084
MSTRG.456,0,8,15,0,0,24
MSTRG.455|ESPNP,0,37,12,0,24,47
MSTRG.457,0,10,3,3,5,7
MSTRG.455|EIF1AXP1,393,5,154,343,294,73
MSTRG.442|NECAP2,1383,1668,1273,1701,1779,1151
MSTRG.443|CROCCP3,74,25,24,193,22,23
MSTRG.443,1892,1487,507,1241,1103,583
MSTRG.448|LINC01783,30,77,50,34,30,75
MSTRG.447,32,15,38,38,47,61
MSTRG.448|RNU1-6P,0,0,1,0,0,0
ENSG00000225710|PDE4DIPP8,0,0,0,0,0,0
MSTRG.449,1057,513,356,349,127,193
MSTRG.449|NBPF1,3292,1416,996,2535,1263,953
MSTRG.450,3,23,9,8,30,2
MSTRG.451,1454,2258,889,1365,1354,1423
MSTRG.453,2,79,2,0,71,6
MSTRG.454,22,19,8,28,30,52
MSTRG.444|LINC01772,81,46,15,54,14,33
MSTRG.445,7,6,1,21,4,3
ENSG00000306228,7,9,14,0,13,9
MSTRG.446|RNU1-1,162,73,65,589,407,445
ENSG00000298308,37,41,21,54,16,78
MSTRG.451|CROCCP2,110,188,39,77,180,203
MSTRG.452,1,0,1,2,1,2
MSTRG.453|MST1P2,16,95,21,33,70,34
MSTRG.451|RNU1-3,160,89,68,584,414,436
MSTRG.458,21,28,27,23,29,41
MSTRG.459,50,101,117,212,85,207
MSTRG.461,0,2,2,2,16,4
MSTRG.462,37,124,35,43,117,25
MSTRG.462|MST1L,0,0,0,0,0,0
MSTRG.463,2,1,3,1,4,4
MSTRG.464|PDE4DIPP9,0,0,0,0,0,2
MSTRG.465|MIR3675,0,0,0,0,0,0
MSTRG.467|LINC03126,36,93,53,54,47,143
MSTRG.468,82,106,61,105,180,347
MSTRG.469,0,0,0,0,0,0
MSTRG.471,10,24,4,9,11,10
MSTRG.466,10,23,17,9,9,17
MSTRG.459|CROCC,1392,1281,981,836,976,565
MSTRG.460|RNU1-4,164,85,66,586,405,443
MSTRG.459|CROCCP4,16,24,4,6,3,0
MSTRG.467|RNU1-5P,1,0,1,0,0,1
MSTRG.470|RNU1-2,157,71,55,589,382,429
MSTRG.477|PADI2,98,6,261,259,12,134
MSTRG.477,0,0,0,19,0,38
MSTRG.476|SDHB,611,1205,1550,884,1069,1978
MSTRG.472,405,275,0,1307,669,919
MSTRG.472|MFAP2,1122,1037,920,1023,1397,568
MSTRG.473,0,5,2,0,0,0
MSTRG.474,0,0,7,0,0,0
MSTRG.475|ATP13A2,1626,982,1620,1309,1687,1811
MSTRG.475,629,1253,1602,1876,878,968
ENSG00000276747|PADI6,0,0,0,0,0,3
MSTRG.482,6,5,12,9,3,14825
MSTRG.482|RCC2,6826,8676,29204,6468,11828,5186
MSTRG.483|RCC2-AS1,0,0,0,0,0,0
MSTRG.484,27,18,73,14,23,106
MSTRG.485|ARHGEF10L,1225,206,1181,1019,88,1546
MSTRG.493,0,79,2,0,201,0
MSTRG.492|KLHDC7A,65,536,1532,223,555,425
ENSG00000225478,2,0,0,0,0,0
MSTRG.486|IGSF21,2,46,325,16,48,399
MSTRG.487,0,6,25,0,0,11
MSTRG.488,0,0,0,0,0,1
MSTRG.489|IGSF21-AS1,0,0,0,0,0,0
MSTRG.490,0,0,0,0,0,0
MSTRG.491,0,13,0,0,23,7
MSTRG.495|PAX7,501,14,0,45,95,0
MSTRG.496,0,0,0,0,3,0
MSTRG.494,6,0,0,0,0,0
MSTRG.497|ALDH4A1,643,448,833,807,531,567
MSTRG.497|MIR4695,0,0,0,0,0,0
MSTRG.499,0,0,8,0,0,4
MSTRG.498|MIR1290,1,0,0,0,2,0
MSTRG.500|IFFO2,536,109,673,778,206,445
MSTRG.501,2,0,0,0,0,0
MSTRG.506|AKR7L,20,20,8,13,6,20
MSTRG.507|AKR7A3,57,26,14,34,0,18
MSTRG.509|AKR7A2,1610,887,1040,1889,1178,1090
MSTRG.511|SLC66A1,375,456,319,757,299,267
MSTRG.511,233,162,270,197,151,167
MSTRG.508,257,57,64,173,72,74
MSTRG.510|RNU6-1099P,2,8,1,3,0,4
MSTRG.512,77,46,32,90,14,25
MSTRG.502|UBR4,6388,11473,5138,5742,5393,2682
MSTRG.503|EMC1-AS1,87,88,76,90,50,109
MSTRG.504|EMC1,3762,1758,3421,3357,2377,1596
MSTRG.505|MRTO4,717,424,2257,810,561,1926
MSTRG.502,616,3407,1410,908,415,376
MSTRG.505,24,141,899,6,231,139
ENSG00000286064,6,2,11,5,0,7
MSTRG.524|OTUD3,1038,565,619,1139,339,564
MSTRG.524,188,1003,815,100,869,1177
MSTRG.525,11,9,19,0,5,14
MSTRG.526,5,7,24,4,6,36
MSTRG.527|PLA2G2C,0,0,0,0,0,0
MSTRG.528|UBXN10,704,107,42,217,221,46
ENSG00000284641,0,0,0,0,0,0
ENSG00000284743,0,0,0,0,0,0
MSTRG.529|VWA5B1,792,0,0,56,0,7
MSTRG.530,0,0,0,0,0,0
MSTRG.531,0,0,0,0,0,0
MSTRG.513|CAPZB,5691,5865,7487,6517,8210,7337
MSTRG.513,0,602,0,0,0,0
MSTRG.514,0,9,0,0,0,0
MSTRG.515|RN7SL277P,0,5,0,0,0,0
MSTRG.517|MICOS10,1476,2260,2509,1732,1701,3736
MSTRG.518,0,0,0,0,0,0
MSTRG.519|RNU4-28P,0,0,0,0,0,0
MSTRG.520|MICOS10-DT,0,0,0,0,0,0
MSTRG.517|NBL1,272,2838,404,1043,3090,354
MSTRG.517|MICOS10-NBL1,0,15,0,0,0,0
MSTRG.522,0,0,0,0,0,5
ENSG00000158748|HTR6,0,0,6,0,7,21
MSTRG.523|TMCO4,256,116,82,623,48,138
ENSG00000178828|RNF186,0,0,0,0,0,0
ENSG00000235434|RNF186-AS1,0,0,0,0,0,0
MSTRG.516,10,12,3,4,11,3
MSTRG.521,20,21,16,18,17,27
ENSG00000289402,11,0,0,12,0,0
MSTRG.532,0,0,0,0,0,0
MSTRG.533|CAMK2N1,2800,18,118,1561,187,124
ENSG00000183114|FAM43B,53,4,25,22,0,16
MSTRG.534|MUL1,1018,675,940,1219,621,709
MSTRG.535|CDA,0,1262,38,0,838,249
MSTRG.541|SH2D5,26,31,278,36,78,206
MSTRG.543,0,1,2,0,0,0
MSTRG.542,1,3,1,0,0,0
MSTRG.536|PINK1,1132,1218,451,1793,1315,975
MSTRG.537,0,1055,0,0,0,0
MSTRG.537|DDOST,5837,4863,7416,8741,9128,6156
MSTRG.539|KIF17,167,4,176,82,213,174
MSTRG.536|MIR6084,1,10,1,1,1,1
MSTRG.537|PINK1-AS,1117,982,754,1551,893,969
MSTRG.538,5,0,0,7,0,10
MSTRG.539,75,0,0,0,0,0
MSTRG.540,3,0,4,0,0,2
MSTRG.554,11,7,0,0,0,8
ENSG00000236216|PPP1R11P1,1,1,2,0,2,2
ENSG00000236009,0,0,0,0,0,0
ENSG00000186543|CROCCP5,0,0,0,0,0,0
ENSG00000295832,0,0,0,0,0,0
MSTRG.555|NBPF2P,0,7,0,0,0,0
MSTRG.555,104,145,86,106,241,119
MSTRG.556|HS6ST1P1,221,293,137,156,779,158
MSTRG.557,45,133,44,58,190,53
MSTRG.558|NBPF3,232,328,164,364,546,123
MSTRG.558,26,61,20,81,96,137
MSTRG.559|PFN1P10,0,1,0,1,1,0
MSTRG.551|ECE1,3658,2316,2594,3773,2800,1133
MSTRG.552,5,9,0,0,0,0
MSTRG.553|ECE1-AS1,0,13,0,2,16,9
MSTRG.560,0,101,1163,26,45,274
MSTRG.560|ALPL,276,1347,1041,640,3177,3004
MSTRG.561,0,0,0,0,0,0
MSTRG.562|RAP1GAP,144,163,207,420,269,247
MSTRG.563,0,2,4,0,1,20
MSTRG.544|HP1BP3,1115,279,897,839,432,463
MSTRG.544,13139,11395,8757,11968,9634,9678
MSTRG.544|EIF4G3,1983,822,922,490,654,816
MSTRG.545|RNU7-200P,0,1,0,0,0,0
MSTRG.547|RPS15AP6,0,2,0,0,0,0
MSTRG.546|MIR1256,4,1,0,0,0,0
MSTRG.548,4,2,0,2,6,2
MSTRG.549|HSPE1P27,7,5,4,16,2,1
MSTRG.550,2,14,0,0,15,3
MSTRG.564|USP48,565,449,1158,864,920,741
MSTRG.564,2124,1977,2811,1376,1551,2266
MSTRG.565,9,5,10,2,2,3
MSTRG.566|LDLRAD2,29,45,17,41,4,12
MSTRG.567,17,812,35,770,16,22
MSTRG.567|HSPG2,9396,4852,1873,15693,6790,1111
MSTRG.568,2,3,4,0,0,1
MSTRG.569|RPL21P29,5,4,2,2,1,6
MSTRG.578,0,0,0,0,0,0
MSTRG.579|WNT4,32,104,24,315,238,14
MSTRG.580,0,0,0,0,0,0
MSTRG.581,0,0,0,0,0,0
MSTRG.579,245,0,0,0,0,0
ENSG00000294752,0,0,0,0,0,0
ENSG00000266564|MIR4418,0,0,0,0,0,0
MSTRG.570|CELA3B,0,0,0,0,0,0
MSTRG.570,1,129,58,12,153,220
MSTRG.571|RN7SL386P,0,0,0,0,0,0
MSTRG.572|RNU6-1022P,0,0,0,0,0,0
MSTRG.570|CELA3A,0,0,0,0,0,0
MSTRG.573|RN7SL186P,0,0,0,0,0,0
MSTRG.574|RNU6-776P,0,0,0,0,0,0
MSTRG.575|LINC01635,0,19,0,1,4,0
MSTRG.570|LINC00339,169,78,302,117,196,599
MSTRG.570|CDC42,10552,7207,9391,12214,12471,6855
MSTRG.576|CDC42-AS1,155,53,263,286,119,554
MSTRG.570|CDC42-IT1,20,41,13,31,25,18
MSTRG.577|MPHOSPH6P1,13,26,9,18,15,2
MSTRG.585|EPHA8,0,66,97,46,120,131
MSTRG.582|ZBTB40,1922,9238,1577,1860,2721,806
MSTRG.582,33,544,56,54,113,64
MSTRG.583,8,9,0,10,0,0
MSTRG.584|ZBTB40-IT1,5,21,3,2,2,4
ENSG00000297948,0,0,0,0,0,0
MSTRG.586|EPHB2,7358,427,480,7296,1229,317
MSTRG.587|MIR4684,0,0,0,1,0,0
MSTRG.588,0,0,0,0,0,0
MSTRG.589|MIR4253,2,0,0,1,0,0
MSTRG.598,15,865,79,197,20,88
MSTRG.598|HTR1D,579,130,172,125,491,352
MSTRG.599,11,26,15,8,9,14
MSTRG.591|KDM1A,7623,1863,7697,7075,4034,6792
MSTRG.591|MIR3115,0,0,0,0,0,4
MSTRG.592|LUZP1,2901,2733,4263,3145,2799,2014
MSTRG.595|RNU6-514P,0,1,4,0,2,0
MSTRG.591,918,920,4687,504,541,452
MSTRG.592,4,4,13,1,1,10
MSTRG.593,1,1,0,0,1,0
MSTRG.594,14,12,9,0,6,2
MSTRG.596|RNU6-135P,1,3,2,3,1,0
MSTRG.597,52,37,16,13,30,13
ENSG00000215381|RPL29P6,0,2,0,0,0,1
ENSG00000302918,0,0,0,0,0,0
MSTRG.600|LINC01355,335,192,90,154,105,136
MSTRG.604|HNRNPR,5920,1929,6760,4880,3496,2872
MSTRG.601,22,15,1,4,0,3
MSTRG.602,40,12,26,12,20,18
MSTRG.603,8,7,11,21,15,1
MSTRG.604,2393,1481,2179,1040,1033,1513
MSTRG.605|ZNF436,897,602,105,845,519,68
MSTRG.606|ZNF436-AS1,214,249,2,189,223,22
MSTRG.607|TCEA3,83,46,0,88,41,4
MSTRG.608,0,0,0,0,2,0
MSTRG.607,0,10,0,0,0,0
MSTRG.609,0,0,0,0,0,0
MSTRG.610,7,0,0,0,7,0
MSTRG.611|ASAP3,1432,1372,1271,1129,2311,1094
MSTRG.606|Y_RNA,3,1,0,3,3,2
MSTRG.611,539,11,0,864,0,0
ENSG00000304075,0,0,1,0,0,0
MSTRG.613,1,2,4,0,0,1
MSTRG.614,3,3,0,0,27,12
MSTRG.615,0,19,4,0,12,29
MSTRG.616,0,2,0,16,2,1
MSTRG.617|ID3,3200,2745,622,761,1462,574
MSTRG.619,4,0,0,3,1,0
MSTRG.620|MDS2,0,13,0,0,9,0
MSTRG.612|E2F2,618,93,560,213,134,665
MSTRG.618,1,4,0,0,4,0
MSTRG.621|RPL11,6859,6446,7441,7048,10278,15220
MSTRG.623|ELOA,2054,1953,4253,2033,1516,3097
MSTRG.622|ELOA-AS1,107,74,56,124,127,144
MSTRG.625|PITHD1,1442,2231,2263,1386,1852,2562
MSTRG.624,15,21,4,12,12,9
MSTRG.626,0,0,4,3,3,8
MSTRG.627|LYPLA2,2043,3640,3075,3023,2926,2682
MSTRG.628|GALE,381,647,884,820,616,483
MSTRG.628,23,0,0,0,0,8
MSTRG.629|HMGCL,972,405,424,1493,977,484
MSTRG.630|FUCA1,723,221,235,1059,352,39
MSTRG.630,4,2,3,409,3,195
MSTRG.631,0,2,0,0,0,2
MSTRG.632|PNRC2,6189,3856,6697,5654,3417,8327
MSTRG.631|H3P1,1,1,1,2,2,0
MSTRG.639|IFNLR1,431,823,570,758,728,681
MSTRG.640,0,9,54,10,16,123
MSTRG.638,5,12,23,19,10,29
MSTRG.639,25,44,58,78,16,56
MSTRG.633|SRSF10,1938,821,1123,1195,732,2049
MSTRG.634,0,0,0,0,0,0
MSTRG.635|RPL36P5,0,0,0,0,0,0
MSTRG.636|MYOM3,18,0,0,0,0,0
MSTRG.637|MYOM3-AS1,0,0,0,0,0,0
MSTRG.633,5067,3835,7893,3808,3191,7240
MSTRG.641|GRHL3,77,33,31,198,10,44
MSTRG.642|LINC02800,0,0,0,0,0,0
MSTRG.643,0,0,0,0,0,0
MSTRG.644|GRHL3-AS1,2,4,0,4,1,0
MSTRG.645|STPG1,455,391,323,410,502,369
MSTRG.646|NIPAL3,1371,373,229,229,360,794
MSTRG.646,0,0,685,1633,0,0
MSTRG.645,3,17,0,3,4,2
MSTRG.647|RCAN3AS,16,55,0,14,27,6
MSTRG.648|RCAN3,3265,5540,2392,4177,8670,2286
MSTRG.649|NCMAP,178,21,17,480,28,51
MSTRG.650,0,0,0,0,0,0
MSTRG.651,0,0,0,0,0,0
MSTRG.652|SRRM1,668,349,375,308,633,452
MSTRG.652,3868,2977,6918,3599,4181,4412
MSTRG.654,0,5,0,0,0,0
MSTRG.656,0,2,0,0,6,0
MSTRG.657|CLIC4,7583,9542,15027,4740,11976,14955
MSTRG.658|RNU6-1208P,0,1,2,0,0,0
MSTRG.653,145,115,190,106,85,179
MSTRG.655,1,1,0,2,4,2
MSTRG.670|LDLRAP1,521,411,851,696,422,1175
MSTRG.671|MAN1C1,157,1554,321,143,197,305
MSTRG.672,0,21,0,0,4,0
MSTRG.671,0,13,0,0,96,0
MSTRG.659|SYF2,678,803,734,729,959,647
MSTRG.660,174,185,104,154,158,212
MSTRG.661,0,3,0,0,0,0
MSTRG.662,211,342,147,89,134,268
MSTRG.662|RSRP1,1920,2033,1137,2000,1561,1794
MSTRG.663,0,24,5,2,11,17
MSTRG.665|RHD,13,12,15,31,17,20
MSTRG.666|TMEM50A,3630,3714,3599,3515,3721,3339
MSTRG.667|RHCE,6,0,0,0,0,0
MSTRG.669|MACO1,1423,1508,1286,1461,885,604
MSTRG.664,14,0,0,0,2,0
MSTRG.662|SDHDP6,1,39,79,50,54,179
MSTRG.668,40,36,101,55,63,148
ENSG00000207302|Y_RNA,1,0,0,0,0,2
MSTRG.673|SELENON,2291,2240,3097,5042,5323,4933
MSTRG.673,4215,994,2507,825,504,3829
MSTRG.674,28,25,20,36,24,18
MSTRG.673|MTFR1L,1923,1493,1071,2369,1287,1219
MSTRG.675,0,0,0,0,0,1
MSTRG.675|AUNIP,136,458,817,144,327,892
MSTRG.676,15,27,9,46,44,20
MSTRG.677|PAQR7,947,864,545,1613,1017,664
MSTRG.691|SLC30A2,25,0,0,157,12,9
MSTRG.692,0,0,0,0,0,0
MSTRG.694,0,0,0,0,0,0
MSTRG.693,0,0,0,0,0,0
MSTRG.686,0,10,0,0,0,3
MSTRG.687,0,0,0,0,0,0
MSTRG.688,0,0,0,0,0,0
MSTRG.689|EXTL1,125,108,25,155,124,66
MSTRG.690,0,2,0,0,0,13
MSTRG.684|PAFAH2,710,47,842,994,542,536
MSTRG.684,0,307,0,0,0,0
MSTRG.685|RNU6-110P,0,0,0,0,1,1
ENSG00000158022|TRIM63,0,0,0,4,0,0
ENSG00000309383,0,0,0,0,0,0
MSTRG.678|STMN1,15316,8774,9266,12810,11125,10094
MSTRG.681,0,0,0,0,0,0
MSTRG.682,0,0,0,4,0,0
MSTRG.679|SNRPFP2,1,1,0,3,0,0
MSTRG.680,3,0,0,0,5,0
MSTRG.678|MIR3917,1,1,1,1,1,1
MSTRG.683,18,0,0,0,0,0
ENSG00000197245|FAM110D,27,17,27,19,20,26
ENSG00000282872|C1orf232,19,0,0,0,3,0
MSTRG.695|PDIK1L,1199,542,349,931,385,444
MSTRG.696,8,8,8,7,0,12
MSTRG.697|ZNF593OS,61,116,89,27,74,128
MSTRG.699|CNKSR1,32,116,79,345,575,53
MSTRG.699,252,637,255,206,5,214
MSTRG.698|ZNF593,239,284,320,258,349,561
MSTRG.700|ZPLD2P,0,20,17,40,18,43
MSTRG.701,0,0,0,0,0,0
MSTRG.702,0,0,0,0,0,13
MSTRG.703|CEP85,936,758,1679,858,857,1401
MSTRG.704,0,2,2,2,3,10
MSTRG.705,0,3,5,4,3,5
MSTRG.703,66,79,109,49,92,162
MSTRG.711,6,2,5,33,4,4
MSTRG.706|SH3BGRL3,1216,2219,1138,1776,2369,1258
MSTRG.707|UBXN11,879,95,51,493,47,203
MSTRG.708|CD52,0,8,0,10,0,10
MSTRG.707,204,279,152,2,270,5
MSTRG.709|CRYBG2,587,47,200,1316,65,309
MSTRG.709,23,0,49,0,3,39
MSTRG.710,1,6,1,8,7,0
ENSG00000294798,7,22,7,19,23,22
MSTRG.717|RPS6KA1,969,1742,1790,1239,1213,1471
MSTRG.717|MIR1976,0,0,0,0,0,0
MSTRG.712|LIN28A,10075,55215,68126,10643,90566,109201
MSTRG.713|DHDDS-AS1,58,56,17,50,27,46
MSTRG.714|DHDDS,1073,877,1049,1100,701,734
MSTRG.714,41,295,345,470,448,198
MSTRG.716|HMGN2,10639,5323,10078,6748,6204,12108
MSTRG.715|RPL17P9,2,17,12,1,5,10
MSTRG.720,10,27,3,10,2,16
MSTRG.721|PIGV,414,358,326,541,271,482
MSTRG.721,184,287,129,167,410,319
MSTRG.722|ZDHHC18,1439,2242,1435,1305,1995,1988
MSTRG.723,11,7,8,0,1,8
MSTRG.724|SFN,21,3,205,136,13,61
ENSG00000289452,9,22,10,0,5,8
ENSG00000299831,0,3,0,0,0,0
ENSG00000299868,0,0,0,0,0,0
ENSG00000229247,0,0,0,0,0,0
ENSG00000238316,0,0,0,0,0,0
ENSG00000235069,0,0,0,0,0,0
ENSG00000299849,0,0,0,0,0,0
MSTRG.719|ARID1A,9528,4326,5110,8927,6873,5563
MSTRG.718,13,8,5,31,5,9
MSTRG.719,715,2347,2256,692,530,122
MSTRG.729|KDF1,178,328,348,521,478,694
MSTRG.730,0,0,0,0,0,0
MSTRG.731|RPL12P13,0,0,0,0,0,0
MSTRG.730|RPL32P6,0,0,0,0,0,1
MSTRG.732|OSTCP2,0,0,0,0,1,0
MSTRG.733|TRNP1,598,2409,1025,1619,850,1198
MSTRG.734|TENT5B,450,407,1859,810,269,2099
ENSG00000299378,4,3,8,0,4,19
ENSG00000299392,0,0,4,0,0,2
MSTRG.726|GPN2-AS1,0,0,0,0,0,0
MSTRG.725|GPN2,564,223,440,101,224,146
MSTRG.725|GPATCH3,116,273,164,105,97,99
MSTRG.727|NUDC,1097,1271,3859,1742,1394,2443
MSTRG.727,432,36,39,24,388,22
MSTRG.728|NR0B2,0,10,0,18,0,0
MSTRG.725,1054,1371,1298,1854,1315,1271
MSTRG.737|CHCHD3P3,90,92,182,68,48,179
MSTRG.735|SLC9A1,1137,513,984,1688,797,890
MSTRG.736,0,0,0,0,0,0
MSTRG.738|NPM1P39,222,44,364,107,292,148
ENSG00000243659,9,0,0,9,0,0
ENSG00000174950|CD164L2,6,14,13,6,20,41
MSTRG.739|WDTC1-DT,0,3,0,0,0,0
MSTRG.740|WDTC1,3753,2551,1586,4265,2809,2153
MSTRG.741|Y_RNA,2,1,3,0,0,0
MSTRG.749|GPR3,17,169,301,26,121,243
MSTRG.748|MAP3K6,133,40,171,174,151,220
MSTRG.748,3,0,9,3,0,0
MSTRG.742|TMEM222,606,932,757,925,582,796
MSTRG.745,13,21,11,0,0,9
MSTRG.747|SYTL1,196,95,128,459,200,244
MSTRG.742,294,621,1,110,160,21
MSTRG.743|RNU6-48P,5,4,4,3,1,3
MSTRG.744|ACTG1P20,14,29,22,20,20,14
MSTRG.746,25,11,12,9,25,14
ENSG00000301155,0,0,0,0,0,0
MSTRG.750,0,558,19,0,0,16
MSTRG.750|WASF2,5952,3033,5508,6272,5967,5593
MSTRG.751,0,8,5,0,0,4
MSTRG.756,10,4,17,9,5,19
ENSG00000000938|FGR,0,0,0,0,0,11
MSTRG.752,8,6,0,9,2,0
MSTRG.754|AHDC1,741,1181,439,912,1462,827
MSTRG.753,3,0,0,0,5,0
MSTRG.754,2181,117,360,2082,16,0
MSTRG.755,22,29,0,16,0,0
MSTRG.757|LINC02574,11,0,6,54,0,4
MSTRG.757|IFI6,581,39,18,1173,35,70
MSTRG.758,0,0,0,0,0,0
MSTRG.759,1,0,0,0,0,2
MSTRG.760|RNU6-949P,0,0,0,0,0,0
MSTRG.761|CHMP1AP1,0,0,0,0,0,0
MSTRG.762|RNU6-424P,0,0,0,0,0,0
MSTRG.763,0,0,0,4,4,0
MSTRG.764|FAM76A,884,788,515,510,696,728
MSTRG.766|RPEP3,0,0,0,0,0,0
MSTRG.765,5,7,6,1,9,9
MSTRG.767|STX12,1899,1641,619,1930,1754,607
MSTRG.768,4,3,3,0,1,0
MSTRG.769,9,4,0,6,1,5
MSTRG.775|THEMIS2,25,204,252,52,237,381
MSTRG.772|PPP1R8,1883,1250,2093,1690,1388,1722
MSTRG.774,2,0,16,0,0,5
MSTRG.771,12,10,7,0,10,17
MSTRG.773|SCARNA1,9,2,2,10,8,16
MSTRG.776|RPA2,989,872,1836,1073,877,1316
MSTRG.777|SMPDL3B,205,369,603,552,237,560
MSTRG.778,0,14,0,0,2,7
MSTRG.779,68,435,55,33,70,471
MSTRG.779|XKR8,695,1335,628,863,1218,604
MSTRG.777,9,10,35,16,0,72
MSTRG.780|EYA3,2277,2173,2119,1901,1966,1912
MSTRG.780,0,0,0,496,0,0
MSTRG.781,4,1,2,0,0,8
MSTRG.782|RN7SL559P,8,7,0,10,5,8
MSTRG.783,2,0,0,0,0,0
MSTRG.784,0,1,447,0,0,263
MSTRG.785,0,0,0,0,0,0
MSTRG.784|SPCS2P4,886,631,725,728,806,616
MSTRG.786|ARL8BP2,2,3,2,0,0,3
MSTRG.787|PTAFR,32,79,75,18,66,124
MSTRG.788,0,0,0,0,0,0
MSTRG.789|DNAJC8,2752,2722,3822,2789,3188,3087
MSTRG.790,7,1,4,5,0,5
MSTRG.791|ATP5IF1,1161,1266,1517,1587,1138,1952
MSTRG.792,179,143,86,182,114,183
MSTRG.794,0,2,3,4,3,4
MSTRG.791,72,0,0,0,0,292
MSTRG.793,5,6,8,17,7,15
MSTRG.795|SESN2,1016,934,763,1159,820,1027
MSTRG.796|MED18,354,467,385,477,411,431
ENSG00000279443,29,4,21,50,0,29
MSTRG.804|TRNAU1AP,627,792,626,507,797,609
MSTRG.805|SNHG12,207,574,1068,233,282,1190
MSTRG.805|SNORD99,1,1,1,1,1,1
MSTRG.805|SNORA61,1,1,1,1,1,1
MSTRG.805|SNORA44,1,1,1,1,1,1
MSTRG.805|SNORA16A,1,2,1,1,1,1
MSTRG.806|TAF12,560,649,430,727,779,1193
MSTRG.807|RAB42,148,169,269,55,170,420
MSTRG.806,0,0,521,0,0,0
MSTRG.808|TAF12-DT,3,27,7,1,1,60
MSTRG.808,26,72,52,45,35,28
MSTRG.797|PHACTR4,1780,1631,2183,2750,827,1364
MSTRG.797,1490,595,850,26,1261,2063
MSTRG.798|Y_RNA,0,4,0,0,0,2
MSTRG.800|RNU6ATAC27P,0,0,2,0,0,1
MSTRG.801,37,39,36,4,4,28
MSTRG.802|RCC1,507,1324,3836,1550,2018,3423
MSTRG.803|PRDX3P2,0,0,0,0,0,0
MSTRG.799|DNAJC8P4,2,8,1,0,11,2
MSTRG.802|SNHG3,2310,9164,7306,2954,7684,14767
MSTRG.802|SNORA73A,6,7,5,7,10,9
MSTRG.802|SNORA73B,1348,2680,1357,1192,3312,3755
MSTRG.802,992,22,394,5,0,141
MSTRG.809|GMEB1,952,1302,1156,828,1163,1238
MSTRG.810,0,0,0,2,1,0
ENSG00000305996,0,0,0,0,0,0
ENSG00000233427,0,0,0,4,0,0
ENSG00000116329|OPRD1,178,16,108,212,19,179
MSTRG.812|YTHDF2,3381,3900,6241,4405,4293,4238
MSTRG.811,36,121,53,78,107,84
MSTRG.812,685,0,514,0,135,103
MSTRG.824|MECR,373,1307,781,482,897,1151
MSTRG.824,115,178,87,73,193,116
MSTRG.825,4,16,0,0,0,7
MSTRG.820,10,32,3,0,16,7
MSTRG.821,0,0,0,0,0,0
